Train Mechanic Simulator 2017,564,"23 Mar, 2017","Simulation, Trains, Indie, Strategy, Casual, Singleplayer, Building, Realistic, Driving, Open World, Sandbox, Relaxing, Management, Education, Family Friendly, Atmospheric, Crafting"
Wild West and Wizards,280,"28 Apr, 2020","RPG, Action, Indie, Adventure, Western, Open World, FPS, Magic, Singleplayer, Exploration, Loot, Shooter, First-Person, Character Customization, Fantasy, Atmospheric, 3D, Early Access, Crafting, Action RPG"
Shadwen,850,"17 May, 2016","Action, Stealth, Adventure, Female Protagonist, Assassin, Medieval, Singleplayer, Physics, Third Person, Time Manipulation, Level Editor, Crafting, Atmospheric, Strategy, Puzzle, Open World, Indie, Action-Adventure, Great Soundtrack, Dark"
Gloria Victis  - Official Soundtrack,14,"9 Jun, 2016","RPG, Massively Multiplayer, Indie, Action, Medieval, Swordplay, Multiplayer, Crafting, PvP, Adventure, Survival, Simulation, Economy, Historical, Realistic"
Tortured Hearts - Or How I Saved The Universe. Again.,18,"1 Mar, 2021","CRPG, Exploration, Party-Based RPG, Action-Adventure, Character Customization, RPG, 3D, Third Person, Story Rich, Choices Matter, Conversation, Nonlinear, Turn-Based Combat, Fantasy, Crafting, Conspiracy, Satire, Inventory Management, Singleplayer, Replay Value"
Deathtrap,1471,"4 Feb, 2015","Tower Defense, RPG, Action, Strategy, Indie, Co-op, Fantasy, Multiplayer, Isometric, Controller, Action RPG, Dark Fantasy, Singleplayer, Blood, Hack and Slash, Gothic, Steampunk, Online Co-Op, Magic, Crafting"
Re.poly,31,"12 Dec, 2019","Survival, Early Access, Adventure, Action, Indie, RPG, Singleplayer, Multiplayer, Crafting, Open World, Sandbox, Base Building, Open World Survival Craft, Third Person, 3D, Stylized, Story Rich, Fantasy, Action-Adventure, Exploration"
Xsyon - Prelude,286,"29 Dec, 2014","Early Access, Open World Survival Craft, Open World, Survival, Sandbox, Building, Crafting, Base Building, Exploration, MMORPG, Post-apocalyptic, Action RPG, Action-Adventure, RPG, Action, Simulation, Fantasy, Zombies, Adventure, PvE"
Star Singularity,42,"18 Oct, 2018","Adventure, Action, Indie, Early Access, RPG, Space, Sci-fi, 2D, Open World, Crafting, Top-Down, Procedural Generation, Singleplayer, Top-Down Shooter, Twin Stick Shooter, Arcade"
The Frost Rebirth,14,"15 Mar, 2021","Early Access, Action, Survival, Co-op, Open World, Crafting, Loot, Looter Shooter, Shooter, FPS, First-Person, PvE, Base Building, Atmospheric, Snow, Mystery, Artificial Intelligence, Team-Based, Nonlinear, Inventory Management"
Wild Terra Online,1606,"18 Dec, 2017","Massively Multiplayer, RPG, Survival, Open World, Sandbox, Indie, Isometric, Free to Play, Adventure, Crafting, Medieval, Action, Building, Multiplayer, MMORPG, Loot, Base Building, Realistic, Exploration, Early Access"
Tiny Space Academy,26,"25 Mar, 2021","Simulation, Casual, Space, Physics, Exploration, Space Sim, Building, Indie, 2D, Education, Crafting, 2D Platformer, Atmospheric, Historical, Conversation, Open World, Singleplayer, Colony Sim"
Pestis,57,"10 May, 2018","Horror, Education, Outbreak Sim, Medical Sim, Survival, Exploration, Open World, Medieval, Science, Crafting, Tutorial, Perma Death, 2D, Historical, Choices Matter, Simulation, Hand-drawn, Dystopian , Logic, Mythology"
The Solus Project,2298,"7 Jun, 2016","Survival, Adventure, Exploration, Sci-fi, VR, Singleplayer, Survival Horror, First-Person, Atmospheric, Space, Story Rich, Simulation, Horror, Indie, Walking Simulator, Open World, Mystery, Crafting, Psychological Horror, Sandbox"
StarMade,2110,"4 Dec, 2014","Space, Sandbox, Open World, Multiplayer, Building, Sci-fi, Voxel, Adventure, Indie, Action, Crafting, Early Access, Simulation, Exploration, Strategy, RPG, Space Sim, Co-op, Singleplayer, Massively Multiplayer"
Wauies - The Pet Shop Game,271,"10 Jan, 2018","Free to Play, Casual, Simulation, City Builder, Building, Cute, Multiplayer, Management, Singleplayer, Resource Management, Relaxing, Colorful, 2D, Clicker, Online Co-Op, Action RPG, Anime, Atmospheric, Economy, Crafting"
Gnomes & Goblins,95,"23 Sep, 2020","Indie, Casual, VR, Immersive Sim, Atmospheric, Singleplayer, Adventure, Interactive Fiction, Action-Adventure, Fantasy, Cute, Family Friendly, Crafting, Simulation"
BARRICADEZ,89,"6 Jan, 2020","Strategy, Indie, Early Access, Tower Defense, Zombies, Base Building, Resource Management, Building, Crafting, Singleplayer, Real-Time with Pause, Post-apocalyptic, Tactical, Automation, 2D, Experimental, Collectathon, Survival, Mining, Physics"
RUNE II: Decapitation Edition,270,"13 Nov, 2020","Action RPG, Adventure, Open World, RPG, Multiplayer, Online Co-Op, Co-op, Action-Adventure, PvP, Singleplayer, Co-op Campaign, Cinematic, Action, Exploration, Base Building, Class-Based, Character Customization, Third Person, Crafting, Loot"
Embark,326,"18 Apr, 2019","Colony Sim, Base Building, Strategy, Indie, Simulation, Early Access, Survival, Sandbox, Building, Crafting, Open World, Management, Singleplayer, 3D, Moddable, Sci-fi, Voxel"
Z Dawn,172,"6 Dec, 2019","Strategy, RPG, Indie, Turn-Based, Survival, Hex Grid, Turn-Based Strategy, Roguelite, Turn-Based Combat, Crafting, Building, Strategy RPG, Post-apocalyptic, Atmospheric, Colony Sim, 2D, 4X, Stylized, Loot, Zombies"
Two Leaves and a bud - Tea Garden Simulator,18,"12 Apr, 2021","Simulation, Strategy, Farming Sim, Management, Time Management, 2D, Indie, Isometric, Stylized, Agriculture, Nature, Relaxing, Early Access, Automation, Crafting, Inventory Management, Singleplayer"
Zombie Survival online,57,"29 Apr, 2021","2D, Survival, Battle Royale, Casual, Crafting, Third-Person Shooter, Top-Down, Pixel Graphics, Free to Play, PvP, Multiplayer, Singleplayer, Massively Multiplayer, Indie"
Waste Walkers,128,"1 Jun, 2015","Choose Your Own Adventure, CRPG, Exploration, Tactical RPG, Dungeon Crawler, Sandbox, Turn-Based Strategy, Action RPG, Character Customization, JRPG, Base Building, RPG, Strategy, 2D, Post-apocalyptic, Lore-Rich, Survival, Crafting, War, Open World"
Zafehouse Diaries 2,101,"16 Jun, 2017","Zombies, Turn-Based Strategy, Survival, Horror, Turn-Based, Survival Horror, Roguelike, Choices Matter, Base Building, Character Customization, Procedural Generation, Strategy, Exploration, Crafting, Simulation, Turn-Based Combat, Post-apocalyptic, Turn-Based Tactics, Time Management, Management"
Not Dead Yet,27,"15 Dec, 2020","FPS, Online Co-Op, Zombies, Early Access, Resource Management, Indie, Co-op, Multiplayer, Action, Arcade, PvE, Singleplayer, Adventure, Roguelite, Fantasy, Crafting, Action-Adventure, Bullet Hell, 3D, First-Person"
Marble Run,28,"29 Oct, 2017","Simulation, Choose Your Own Adventure, Sandbox, Crafting, 3D, Logic, Level Editor, Singleplayer, Indie"
Survival RPG: The Lost Treasure,12,"9 Jan, 2021","Adventure, Fantasy, Exploration, Crafting, Open World Survival Craft, Retro, 2D, Pixel Graphics, Survival, Mining, RPG, Action RPG, Singleplayer, Action-Adventure, Top-Down, 1990's, Resource Management, Medieval, Combat, Casual"
Next Day: Survival,8309,"21 May, 2018","Survival, Open World, Multiplayer, Post-apocalyptic, Crafting, Shooter, Co-op, RPG, Action, Singleplayer, PvP, Atmospheric, Sandbox, Adventure, PvE, Early Access, Third-Person Shooter, Indie, Simulation, MMORPG"
Space Bob vs. The Replicons,70,"28 Sep, 2018","Survival, Open World, Action RPG, Sandbox, Physics, Resource Management, Loot, Crafting, Multiplayer, Adventure, Platformer, Exploration, Side Scroller, Building, Space, 2D, Singleplayer, Casual, Action, Indie"
Radiation Island,436,"29 Nov, 2016","Adventure, Open World Survival Craft, Survival, Action, Indie, Zombies, Open World, Singleplayer, Crafting, Horror, Multiplayer"
Horse Farm,188,"17 Jul, 2018","Casual, Free to Play, Building, City Builder, Horses, Management, Resource Management, Simulation, Cute, Relaxing, Sports, Colorful, Multiplayer, Survival, Crafting, Singleplayer, Co-op, Farming Sim, Online Co-Op, Sexual Content"
The Island,33,"31 Aug, 2020","Open World Survival Craft, Survival, Open World, Hidden Object, Building, Character Action Game, Crafting, Hunting, Female Protagonist, Action, First-Person, Simulation, 6DOF, Adventure, Singleplayer, Indie, Early Access, Destruction"
Niffelheim Odin`s Blessing DLC,13,"5 Nov, 2019","Strategy, Action, Adventure, RPG, Indie, Simulation, Crafting, Side Scroller, Sandbox, 2D, Survival, Co-op, Singleplayer, Online Co-Op, Mythology, Building"
Valnir Rok Survival RPG,639,"26 Sep, 2017","Open World, Survival, RPG, Early Access, Massively Multiplayer, Multiplayer, Action, Indie, Adventure, Fantasy, Open World Survival Craft, Realistic, MMORPG, Crafting, Medieval, Dark Fantasy, Violent, Sandbox, Gore, Historical"
ZCREW（Z字特遣队）,48,"17 Dec, 2020","Action-Adventure, Singleplayer, Co-op, Post-apocalyptic, Action, Zombies, Multiplayer, Early Access, War, Adventure, Aliens, Combat, Crafting, Isometric, Online Co-Op, Twin Stick Shooter, Top-Down Shooter, Action RPG, Roguelike, Action Roguelike"
Mists of Noyah,309,"27 May, 2020","Indie, Action, RPG, Pixel Graphics, Multiplayer, Survival, Platformer, Online Co-Op, Crafting, Exploration, Early Access, Difficult, Roguelike, Open World, Sandbox, Survival Horror, Co-op, Adventure, Hack and Slash, Fantasy"
LandTraveller,24,"9 Jun, 2017","Pixel Graphics, Cute, Crafting, Top-Down, Action RPG, Indie, JRPG, Early Access, Character Customization, Building, Exploration, Sandbox, Fantasy, Procedural Generation, Mining, Sci-fi, CRPG, Singleplayer, Multiplayer, RPG"
CrossWorlds: Escape,96,"20 Mar, 2020","Open World Survival Craft, Survival, Exploration, Open World, Sandbox, Base Building, Crafting, Nature, Difficult, RPG, First-Person, Simulation, Action, Magic, Fantasy, Atmospheric, Adventure, Singleplayer, Co-op, Multiplayer"
Submarine Titans,153,"18 Mar, 2020","Strategy, Simulation, RTS, Cult Classic, Naval Combat, Classic, Sci-fi, Naval, Singleplayer, Tactical, Retro, Real-Time, Atmospheric, Replay Value, Local Multiplayer, Story Rich, Crafting, Underwater"
Animal Rescuer,26,"22 Dec, 2020","Action, Adventure, RPG, Open World, Action RPG, Indie, Exploration, Third Person, 3D, Medieval, Gore, Swordplay, Crafting, Singleplayer, Cats, Dog, Nature, Action-Adventure, Atmospheric, Story Rich"
LifeZ - Survival,199,"29 Mar, 2018","Survival, Open World Survival Craft, Zombies, Base Building, Sandbox, Crafting, Singleplayer, Open World, Simulation, Post-apocalyptic, Action, Early Access, Top-Down, Third Person, RPG, Female Protagonist, Indie, Exploration, Atmospheric, Gore"
Invasion 2037,96,"5 Nov, 2019","Action, Adventure, Indie, Simulation, Survival, Violent, Zombies, Early Access, Open World, Crafting, Singleplayer, Loot, Exploration, Survival Horror, Horror, Third Person, Sci-fi, Gore, Character Customization, FPS"
Uncrewed,123,"26 Mar, 2020","Strategy, Action, Simulation, RTS, Sandbox, Building, Base Building, Singleplayer, Multiplayer, Real-Time, Crafting, Physics, Resource Management"
X3: Farnham's Legacy,296,"4 May, 2021","Action, Simulation, Strategy, Space Sim, Space, Sandbox, Exploration, Flight, Immersive Sim, First-Person, Building, Economy, Lore-Rich, Management, Sci-fi, Crafting, Open World, Trading, Singleplayer, Diplomacy"
Phoning Home,745,"7 Feb, 2017","Adventure, Action, Indie, Survival, Open World Survival Craft, Open World, Exploration, Crafting, Robots, Sci-fi, Atmospheric, Singleplayer, Nature, Third Person, Story Rich, Mystery, Puzzle, Great Soundtrack, Futuristic, Silent Protagonist"
Arctic Anxiety,216,"2 Jul, 2020","Early Access, Survival, Simulation, Loot, Open World, Hidden Object, Fishing, Sailing, Building, Adventure, Open World Survival Craft, Base Building, First-Person, Choose Your Own Adventure, Cinematic, Crafting, Underwater, Singleplayer, Hunting, Resource Management"
Dead Age,3848,"4 Nov, 2016","RPG, Zombies, Strategy, Survival, Turn-Based Combat, Adventure, Casual, Simulation, Action, Indie, Post-apocalyptic, Turn-Based, Singleplayer, Party-Based RPG, Roguelike, Crafting, Roguelite, Turn-Based Strategy, Dungeon Crawler, Procedural Generation"
Nira,36,"24 Apr, 2020","Early Access, Open World Survival Craft, Minimalist, Survival, Pixel Graphics, Open World, Procedural Generation, Singleplayer, Exploration, Crafting, Fishing, RPG, Abstract, Indie, Colorful, Action, Adventure, Hunting, Base Building, Retro"
The Gorcs' Forge,17,"12 Apr, 2021","Crafting, Inventory Management, Story Rich, Relaxing, Clicker, Soundtrack, Economy, Resource Management, RTS, Strategy, Minimalist, Fantasy, Mythology, Simulation, Early Access, Management, Top-Down, Casual, Singleplayer, Wargame"
Crushed,59,"23 Nov, 2020","Open World Survival Craft, Survival, Simulation, Adventure, Crafting, Building, Open World, Early Access, Realistic, Indie, Sandbox, First-Person, Base Building, Colorful, Singleplayer, 3D, Multiplayer"
Deep Despair,198,"17 Feb, 2020","Action, Adventure, RPG, Indie, Crafting, Survival, Open World, Exploration, Sandbox, 2D, Pixel Graphics, Building, Top-Down, Underground, Retro, Minimalist, Relaxing, Great Soundtrack, Open World Survival Craft, Casual"
Mask of Mists,70,"9 Apr, 2020","Metroidvania, Mystery Dungeon, Puzzle Platformer, Dungeon Crawler, Exploration, Open World, Point & Click, Action-Adventure, Cute, First-Person, Multiple Endings, Puzzle, Action, Colorful, Fantasy, Magic, Atmospheric, Indie, Crafting, Adventure"
Survivalist,1999,"30 Jan, 2015","Survival, Zombies, RPG, Open World, Action, Strategy, Base Building, Adventure, Indie, Post-apocalyptic, Simulation, Sandbox, Multiplayer, Co-op, Singleplayer, Survival Horror, Crafting, Top-Down, Violent, RTS"
Blockscape,701,"3 Jul, 2014","Open World Survival Craft, Sandbox, Open World, Survival, Crafting, Building, Indie, Multiplayer, Simulation, Casual, Exploration, RPG, Adventure, Early Access, Strategy, Voxel, Singleplayer, First-Person, Co-op, Action"
Survive or Thrive,156,"7 Sep, 2020","Choose Your Own Adventure, Horror, Trading, Immersive Sim, Survival Horror, Life Sim, Open World Survival Craft, Interactive Fiction, Visual Novel, Fishing, Hunting, Open World, Stealth, Tabletop, Survival, Experimental, Dinosaurs, Artificial Intelligence, Crafting, Robots"
Woodfel,10,"30 Apr, 2021","Early Access, Adventure, Indie, Procedural Generation, Multiplayer, Singleplayer, Open World, Sandbox, Exploration, 3D, Cartoony, Cute, Stylized, Voxel, Agriculture, Building, Crafting, Fantasy, Magic, Action"
Survival Classic,196,"22 Jan, 2021","FPS, Survival, Open World, Shooter, First-Person, Action, Post-apocalyptic, Simulation, Indie, Atmospheric, Massively Multiplayer, Sandbox, Adventure, Multiplayer, Crafting, Violent, Co-op, Life Sim, Singleplayer, Action-Adventure"
SantaCraft,41,"15 Dec, 2020","Crafting, Sandbox, Open World, Pixel Graphics, Mining, Collectathon, Building, Family Friendly, Casual, Adventure, Exploration, Funny, Cute, Relaxing, Fishing, 2D, RPG, Top-Down, Singleplayer, Snow"
Jetman Go,168,"29 Sep, 2017","Action, Casual, Indie, FPS, Multiplayer, Co-op, Free to Play, Sci-fi, Adventure, Sports, Crafting, Survival, Jet, Arena Shooter, Funny, Difficult, Atmospheric, Walking Simulator, Simulation, Memes"
Gone: Survival,88,"20 Oct, 2020","Adventure, Action, Simulation, Indie, Survival, Zombies, Open World, Open World Survival Craft, Multiplayer, Co-op, Base Building, Crafting, Survival Horror, Sandbox, Building, Post-apocalyptic, Shooter, Third-Person Shooter, Action-Adventure, Early Access"
Frozen State,499,"5 Aug, 2016","Survival, RPG, Horror, Zombies, Crafting, Top-Down, Action, Open World Survival Craft, Survival Horror, Open World, Exploration, Indie, Isometric, Resource Management, Sandbox, Stealth, Singleplayer, Inventory Management, Adventure, Post-apocalyptic"
Incremental Epic Breakers,53,"17 Mar, 2021","2D Platformer, Puzzle Platformer, Idler, Destruction, Clicker, Auto Battler, Tower Defense, Puzzle, Hunting, Strategy, Point & Click, 2D, Cute, Text-Based, Action, Anime, Colorful, Tactical, Automation, Crafting"
3DRPG,92,"12 Jan, 2016","RPG, Procedural Generation, Roguelike, Voxel, Crafting, Party-Based RPG, Retro, Character Customization, Open World, Sandbox, Roguelite, JRPG, Dungeon Crawler, Mystery Dungeon, Turn-Based Tactics, Pixel Graphics, Fantasy, Turn-Based Combat, Parody , Indie"
Lab Craft Survival,19,"21 Dec, 2020","Survival, Sandbox, Crafting, Open World Survival Craft, Puzzle, Building, 2D, Experimental, Top-Down, Hunting, Atmospheric, Minimalist, Sci-fi, Logic, Base Building, Open World, Resource Management, 6DOF, Agriculture, Mystery"
RPG NPC Simulator VR,62,"25 Feb, 2020","Casual, Indie, Simulation, Adventure, Early Access, VR, Action, Management, Economy, Colorful, Fantasy, Relaxing, Singleplayer, Crafting, Experimental, Trading, Cute, RPG"
Northern Lights,84,"14 Dec, 2020","Early Access, Survival, Open World Survival Craft, Open World, Exploration, Atmospheric, Sandbox, Realistic, First-Person, Hunting, Crafting, Post-apocalyptic, Replay Value, Multiple Endings, Singleplayer, Simulation, Mystery, Walking Simulator, Nature, FPS"
Survival Vacancy,62,"19 Feb, 2021","Colony Sim, Strategy, Simulation, Indie, Building, Automation, Crafting, Survival, Base Building, Management, Sandbox, Inventory Management, Early Access, Resource Management, Co-op, Multiplayer, 2D, Mining, City Builder, Open World Survival Craft"
AreaZ,27,"23 Oct, 2019","Open World Survival Craft, Survival, Open World, Female Protagonist, Nudity, Crafting, Exploration, Sandbox, Singleplayer, Third Person, FPS, Walking Simulator, Simulation, Nature, Early Access, Indie, Action, Violent, Adventure, 3D"
Royal Merchant,31,"11 Sep, 2019","RPG, Indie, Strategy, Casual, Adventure, Early Access, Crafting, Simulation, Management, Party-Based RPG, Auto Battler, Clicker, Tactical RPG, 2D, Pixel Graphics, Economy, Fantasy, Singleplayer, Loot, Party"
Industrial Petting,41,"17 Mar, 2020","Casual, Early Access, Indie, Strategy, Simulation, Adventure, VR, Online Co-Op, Cute, Family Friendly, Relaxing, Resource Management, Co-op, Base Building, Colorful, First-Person, Agriculture, Crafting, Multiplayer, Sandbox"
Slick Racing Game,19,"18 Jun, 2021","Early Access, Action, Destruction, Vehicular Combat, Level Editor, Combat Racing, Combat, Crafting, PvP, Multiplayer, Automobile Sim, Arcade, Character Customization, Loot, Racing, 3D, Third Person, Survival, Team-Based, Driving"
Don't Give Up: Not Ready to Die,30,"2 Apr, 2021","Survival, Crafting, Pixel Graphics, Singleplayer, Difficult, Perma Death, Time Management, Resource Management, Management, Cute, Survival Horror, Exploration, 2D, Indie, Top-Down, Time Manipulation, Action-Adventure, Early Access, Adventure, Simulation"
Star Story: The Horizon Escape,93,"5 Sep, 2017","Adventure, RPG, Choices Matter, Multiple Endings, Text-Based, Hand-drawn, Roguelite, Point & Click, Turn-Based Combat, Casual, Lore-Rich, Nonlinear, 2D, Story Rich, Choose Your Own Adventure, Visual Novel, Comic Book, Crafting, Western, Turn-Based"
Harvest Life,194,"10 Nov, 2017","Farming Sim, Simulation, Casual, Indie, Crafting, Agriculture, Family Friendly, Management, Singleplayer, Building, Adventure, Relaxing, Farming, Fishing, Cute, Controller"
Vortex: The Gateway,291,"22 Mar, 2016","Open World Survival Craft, Survival, Adventure, Open World, Action, Indie, Crafting, Survival Horror, Aliens, Building, Horror, Early Access, First-Person"
Necken,22,"13 Apr, 2021","Exploration, Perma Death, Turn-Based, Roguelite, Action RPG, Roguelike, 2D, Historical, Procedural Generation, Turn-Based Combat, Action, Pixel Graphics, Mythology, Atmospheric, Crafting, Adventure, Grid-Based Movement, Resource Management, Singleplayer, Indie"
Stonies,335,"21 Feb, 2018","Free to Play, Casual, Simulation, Building, City Builder, Crafting, Resource Management, Multiplayer, Singleplayer, Relaxing, Clicker, Open World, Survival, Strategy, Sandbox, Fantasy, Co-op, Indie, Online Co-Op, Sexual Content"
Weapons Genius,341,"8 Jul, 2015","Simulation, Action, Casual, Indie, Gun Customization, FPS, Shooter, Crafting, First-Person, Realistic, Resource Management, Free to Play, Building, Singleplayer, Strategy, Survival, Sandbox, Hidden Object, Trading, 3D"
Amber's Magic Shop,35,"8 Jun, 2017","Sexual Content, Adventure, Visual Novel, Female Protagonist, LGBTQ+, Crafting, Otome, Dating Sim, Choices Matter, Anime, Romance, Simulation, Dark Fantasy, Comedy, Dark, Singleplayer, Nudity, Casual, Point & Click, Choose Your Own Adventure"
Geo,93,"31 Jan, 2017","Indie, Simulation, Adventure, Sci-fi, Replay Value, Mining, Space, Crafting, Base Building, Management, Space Sim"
Something Ate My Alien,36,"18 Jun, 2020","Metroidvania, 2D Platformer, Puzzle Platformer, Exploration, Platformer, 2D, Mining, Side Scroller, Puzzle, Hand-drawn, Space, Sci-fi, Logic, Family Friendly, Survival, Crafting, Adventure, Retro, Singleplayer, Indie"
Bromeliad,16,"30 Jan, 2021","Open World Survival Craft, Action, Survival, Open World, Adventure, Crafting, Building, Sandbox, Base Building, Realistic, Singleplayer, Choose Your Own Adventure, First-Person, Colorful, Mystery, FPS, 3D, Early Access"
Dungeons of Dredmor,3174,"13 Jul, 2011","Traditional Roguelike, Roguelike, Turn-Based, RPG, Dungeon Crawler, Indie, Comedy, Perma Death, Replay Value, Singleplayer, Fantasy, Funny, Casual, Crafting, Procedural Generation, Moddable, 2D, Difficult, Top-Down, Adventure"
Merchant,445,"8 Oct, 2018","RPG, Free to Play, Simulation, Pixel Graphics, Casual, Management, Indie, Singleplayer, Crafting, Clicker"
Grandiose,12,"7 Jul, 2021","Strategy, Sandbox, Management, Survival, Creature Collector, First-Person, 3D Fighter, Agriculture, Hunting, Combat, Building, Indie, Base Building, Crafting, Resource Management, Inventory Management, Singleplayer"
God Awe-full Clicker,340,"19 Sep, 2018","Free to Play, Clicker, Strategy, Indie, Adventure, RPG, Crafting, Resource Management, Loot, Idler, Management, Class-Based, Addictive, Puzzle, Fantasy"
Fallen Region,84,"2 Nov, 2020","Action, Adventure, Simulation, Indie, Survival, Zombies, Open World, Building, Crafting, Open World Survival Craft, Sandbox, Post-apocalyptic, Survival Horror, Base Building, Third-Person Shooter, Shooter, Action-Adventure, Gore, Third Person, Early Access"
How To Survive: Third Person Standalone,1103,"2 Jul, 2015","Survival, Zombies, Open World Survival Craft, Action, Multiplayer, Adventure, Crafting, Third Person, Open World, RPG, Co-op, Singleplayer, Horror, Third-Person Shooter, Survival Horror, Indie, Gore, Post-apocalyptic, Shooter, Building"
Atelier Sophie: The Alchemist of the Mysterious Book,1661,"7 Feb, 2017","Anime, JRPG, RPG, Cute, Female Protagonist, Crafting, Great Soundtrack, Singleplayer, Adventure, Fantasy, Turn-Based, Turn-Based Combat"
Survivor Island,17,"8 Mar, 2018","Exploration, Sandbox, Crafting, Survival, Building, Nature, 3D, First-Person, Third Person, Simulation, Colorful, Co-op, Online Co-Op, Multiplayer, Singleplayer, Early Access, Indie, Open World Survival Craft, 2D, Top-Down"
Horse Riding Deluxe 2,23,"2 Mar, 2021","Horses, Exploration, Immersive Sim, Racing, Sports, Nature, Female Protagonist, Sandbox, Walking Simulator, Action-Adventure, Character Customization, Cute, 3D, 3D Vision, First-Person, Third Person, Relaxing, Lore-Rich, Crafting, Adventure"
Zen Trails,68,"27 Sep, 2020","Casual, Simulation, Sandbox, Experimental, Building, Immersive Sim, Programming, 2D, Colorful, Minimalist, Stylized, Crafting, Singleplayer"
Craft In Abyss,33,"30 Jan, 2021","Simulation, RPG, Indie, Strategy, Action, Crafting, Survival, Tower Defense, Roguelite, Building, Roguelike, 3D, Early Access, Hand-drawn, Linear, Base Building, Perma Death, Singleplayer, Arcade, 2D"
,,,
Digger Online,602,"2 Jun, 2015","Story Rich, Action, Atmospheric, Realistic, Shooter, Survival, First-Person, Open World, Multiplayer, Family Friendly, Sandbox, Comedy, Building, Co-op, Zombies, Adventure, Simulation, RPG, Indie, Crafting"
ZIC: Survival,33,"18 Jun, 2019","Survival, Open World, Crafting, Zombies, Post-apocalyptic, Story Rich, Indie, Simulation, Action, Violent, Singleplayer, Roguelite, Base Building, Funny, Building, Horror, Top-Down, Top-Down Shooter, Survival Horror, Blood"
Dead Maze,3946,"13 Feb, 2018","Free to Play, Survival, Zombies, Massively Multiplayer, Multiplayer, Open World, Action, 2D, Adventure, Co-op, MMORPG, Post-apocalyptic, Online Co-Op, Crafting, Loot, Isometric, Character Customization, Fighting, Cartoony, Cartoon"
PIRATECRAFT,25,"12 Mar, 2021","Exploration, Sandbox, Pirates, Crafting, PvP, Battle Royale, Shooter, Life Sim, Voxel, First-Person, 3D, Open World, Action, Simulation, Stylized, Adventure, Massively Multiplayer, Co-op, Local Co-Op, Online Co-Op"
Herd is Coming,44,"10 Jun, 2019","RPG, Open World, Post-apocalyptic, Zombies, Survival, Crafting, Loot, Sandbox, Atmospheric, Open World Survival Craft, Exploration, Survival Horror, Horror, Action RPG, Action, Adventure, Indie, Side Scroller, 2D, Singleplayer"
Atelier Lydie & Suelle ~The Alchemists and the Mysterious Paintings~,443,"27 Mar, 2018","RPG, Anime, JRPG, Cute, Female Protagonist, Crafting, Great Soundtrack, Singleplayer, Turn-Based, Adventure"
Windforge,334,"11 Mar, 2014","Indie, RPG, Sandbox, Steampunk, Open World Survival Craft, Action, Crafting, 2D, Open World, Building, Singleplayer, Platformer, Side Scroller, Survival, Adventure, Pixel Graphics"
Ultimate Summer,11,"15 Jan, 2021","Early Access, Tower Defense, Shooter, Arena Shooter, Survival, Action, Singleplayer, Gore, Crafting, Violent, Indie, Open World, Third-Person Shooter, Horror, Comic Book, Third Person, Aliens, Dark Comedy, Dark Fantasy, Dark Humor"
Loot Grind Simulator,171,"14 Oct, 2020","Casual, Short, Collectathon, Crafting, Time Management, Abstract, Fantasy, 2D, Experimental, Management, Simulation, Hand-drawn, Loot, Inventory Management, Singleplayer, Fast-Paced, Free to Play, Indie, Idler, RPG"
Gatewalkers (Alpha),804,"25 Jun, 2020","Action RPG, Survival, Online Co-Op, Isometric, Crafting, Hack and Slash, Character Customization, Multiplayer, Co-op, Dungeon Crawler, Action-Adventure, RPG, Action, Realistic, Co-op Campaign, Singleplayer, Fantasy, Loot, Dark, Indie"
Muck,55426,"5 Jun, 2021","Survival, Crafting, Building, Roguelike, Exploration, Base Building, Action, Adventure, Action-Adventure, Open World, First-Person, Action Roguelike, 3D, Colorful, RPG, Multiplayer, Mining, Fantasy, Combat, Nature"
The Chronicles of Dragon Wing - Reborn,132,"15 Aug, 2017","Strategy, Casual, Turn-Based Strategy, Simulation, Turn-Based Tactics, MOBA, PvP, Tactical, Board Game, Hex Grid, Card Game, Turn-Based Combat, Foreign, Crafting, Hack and Slash, Character Customization, Massively Multiplayer, Multiplayer, Base Building, Survival"
Darkout,540,"4 Dec, 2013","Sandbox, Indie, Crafting, Action, Survival, Adventure, Sci-fi, Platformer, Side Scroller, Early Access, 2D, Space, Singleplayer, Procedural Generation"
Yogurt Commercial 3,32,"2 May, 2021","Adventure, Simulation, Indie, Puzzle, Sandbox, Life Sim, Collectathon, Exploration, 2D, Cartoony, Colorful, Minimalist, Pixel Graphics, Stylized, Comedy, Demons, Destruction, Funny, Crafting, Old School"
Mortal Online,2910,"31 Aug, 2015","Free to Play, Open World, Massively Multiplayer, Sandbox, RPG, First-Person, Survival, Action, PvP, MMORPG, Medieval, Multiplayer, Nudity, Indie, Crafting, Adventure, FPS, Co-op, Gore, Zombies"
Gem Forge,28,"1 Nov, 2016","Casual, Indie, Match 3, Puzzle, Arcade, 2D, Family Friendly, Crafting, Singleplayer, Addictive, Strategy, Tactical"
The Emerald Tablet,13,"16 Dec, 2019","JRPG, Time Management, Trading, Casual, Building, Exploration, Management, Visual Novel, Capitalism, Crafting, Action RPG, Female Protagonist, RPG, 2D, Cute, Funny, Story Rich, Action, Simulation, Anime"
ToGather:Island,41,"3 Dec, 2019","Action, Indie, Early Access, Simulation, Adventure, Survival, Crafting"
